item,total_qty,weeks_observed,units_per_week_all,units_per_week_13w,occurrences,package_volume
"Dixie Disposable Paper Plates, 8.5"", Multi-Color, 50 Count",1.00,61.71,0.0162,0.0769,1,50 Count
"Great Value Disposable Plastic White Forks, 48 Count",1.00,61.71,0.0162,0.0769,1,48 Count
"Oikos Protein Shake, Shelf Stable, Chocolate, 30g Protein, 12 fl oz, 4 Count​ Bottles",1.00,61.71,0.0162,0.0769,1,30g
Scott 1000 Septic-Safe 1-Ply Toilet Paper - 36 Rolls,1.00,61.71,0.0162,0.0769,1,
Tazo Organic Tea Latte Chai Black Tea - 32 fl oz,1.00,61.71,0.0162,0.0769,1,32 fl oz
Snyder's of Hanover Pretzel Sticks Family Size - 16oz,1.00,61.71,0.0162,0.0769,1,16oz
Oikos Pro Strawberry Cultured Dairy Drink - 3.1 fl oz/6ct,1.00,61.71,0.0162,0.0769,1,3.1 fl oz
Chobani 20g Protein Greek Yogurt Drink Strawberry Cream - 40 fl oz/4ct Bottles,1.00,61.71,0.0162,0.0769,1,20g
Parmesan Baked Cheese Crisp - 2.12oz - Good & Gather™,1.00,61.71,0.0162,0.0769,1,2.12oz
Philadelphia Whipped Cream Cheese Spread - 12oz,1.00,61.71,0.0162,0.0769,1,12oz
Chobani 30g Protein Vanilla Ice Cream Greek Yogurt Drink - 30g Protein 14 fl oz,1.00,61.71,0.0162,0.0769,1,30g
Snack Factory Original Pretzel Crisps - 14oz,1.00,61.71,0.0162,0.0769,1,14oz
Parmesan Cheese Crisps with Everything Seasoning - 2.12oz - Good & Gather™,1.00,61.71,0.0162,0.0769,1,2.12oz
Fresh Organic Honeycrisp Apples - 2lbs Bag - Good & Gather™,1.00,61.71,0.0162,0.0769,1,2lbs
Just Bare Lightly Breaded Chicken Breast Strips - Frozen - 24oz,1.00,61.71,0.0162,0.0769,1,24oz
Sliced Sourdough Bread - 17oz - Favorite Day™,1.00,61.71,0.0162,0.0769,1,17oz
PopCorners Spicy Queso - 7oz,1.00,61.71,0.0162,0.0769,1,7oz
"Oregon Chai Original Chai Concentrate, 32 Fluid Ounces (Pack of 1), Organic & Non-GM)",1.00,61.71,0.0162,0.0769,1,
"Reddi-wip Original Whipped Topping Made with Real Cream, 13 oz",1.00,61.71,0.0162,0.0769,1,13 oz
"Finish Jet-Dry Rinse Aid, Dishwasher Rinse Agent and Drying Agent, 8.45 oz",1.00,61.71,0.0162,0.0769,1,8.45 oz
"Snack Factory Garlic Parmesan Pretzel Crisps, 14 oz Party Size Bag",1.00,61.71,0.0162,0.0769,1,14 oz
"Great Value Dark Green Sanding Sugar, 3.5 oz",1.00,61.71,0.0162,0.0769,1,3.5 oz
"King Arthur Baking Company Non-GMO Project Verified, Certified Kosher Unbleached All Purpose Flour, 10 lb Bag",1.00,61.71,0.0162,0.0769,1,10 lb
"Fresh Whole Carrots, 5 lb Bag",1.00,61.71,0.0162,0.0769,1,5 lb
"Fresh Celery Sticks, 20 oz Bag",1.00,61.71,0.0162,0.0769,1,20 oz
"Great Value Disposable Paper Plates, 10"", 150 Count",1.00,61.71,0.0162,0.0769,1,150 Count
"Secret Aluminum Free Women's Deodorant Solid, Cotton, 2.4 oz",1.00,61.71,0.0162,0.0769,1,2.4 oz
"Oikos Triple Zero 15g Protein, 0g Added Sugar, Fat Free Vanilla Greek Yogurt Cups, 5.3 oz, 4 Count",1.00,61.71,0.0162,0.0769,1,15g
"Vermont Creamery Classic Goat Cheese Log, 4 oz",1.00,61.71,0.0162,0.0769,1,4 oz
"Betty Crocker Favorites Super Moist Yellow Cake Mix, 13.25 oz",1.00,61.71,0.0162,0.0769,1,13.25 oz
"Oral‑B Floss, Glide Ultra Deep Clean Floss Picks 75 Count",1.00,61.71,0.0162,0.0769,1,75 Count
"Jell-O French Vanilla Instant Pudding & Pie Filling Mix, 3.4 oz Box",1.00,61.71,0.0162,0.0769,1,3.4 oz
"Nestle Toll House Milk Chocolate Regular Baking Chips,  11.5 oz Bag",1.00,61.71,0.0162,0.0769,1,11.5 oz
"Planet Oat, Original Oatmilk, Dairy Free, 52 oz, Refrigerated Cardboard Carton",1.00,61.71,0.0162,0.0769,1,52 oz
Tazo Organic Green Ginger Tea Bags - 16ct,1.00,61.71,0.0162,0.0769,1,16ct
Tazo Passion Herbal Tea Bags - 20ct,1.00,61.71,0.0162,0.0769,1,20ct
Tazo Wild Sweet Orange Caffeine-Free Herbal Tea Bags - 20ct,1.00,61.71,0.0162,0.0769,1,20ct
Hass Avocados - 4ct - Good & Gather™,1.00,61.71,0.0162,0.0769,1,4ct
Siete Mild Taco Seasoning - 1.31oz,1.00,61.71,0.0162,0.0769,1,1.31oz
"Finish Jet-Dry Rinse Aid, Dishwasher Rinse & Drying Agent - 8.45 fl oz: Plastic Bottle,",1.00,61.71,0.0162,0.0769,1,8.45 fl oz
Cascade Complete Dishwashing Liquid Gel Fresh Detergent - 120 fl oz,1.00,61.71,0.0162,0.0769,1,120 fl oz
GoGo SqueeZ No Sugar Added Applesauce and Fruit Puree Apple Apple - 3.2oz/20ct,1.00,61.71,0.0162,0.0769,1,3.2oz
Tide Free & Gentle Unscented HE Deep Cleaning Concentrated Liquid Laundry,1.00,61.71,0.0162,0.0769,1,
Goodnites Boys' Disposable Nighttime Underwear - Size XS - 44ct | HRA/FSA Eligible,1.00,61.71,0.0162,0.0769,1,44ct
Kettle Brand Sea Salt and Vinegar Kettle Potato Chips - 7.5oz,1.00,61.71,0.0162,0.0769,1,7.5oz
Creamy Peanut Butter - 40oz - Good & Gather™,1.00,61.71,0.0162,0.0769,1,40oz
Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),1.00,61.71,0.0162,0.0769,1,18ct
"Pepperidge Farm Butter Hot Dog Buns, Top Sliced, 8-Pack Bag",1.00,61.71,0.0162,0.0769,1,
"Character Toddler Boy Briefs, 6- Pack, Sizes 2T-4T",1.00,61.71,0.0162,0.0769,1,
"Fresh Yellow Bell Pepper, Each",1.00,61.71,0.0162,0.0769,1,
"Coffee mate Harry Potter Butterbeer Flavored Cold Foam Creamer, Gluten Free Creamer 14 oz",1.00,61.71,0.0162,0.0769,1,14 oz
"Fresh Small Hass Avocados, 5-6 Count Bag",1.00,61.71,0.0162,0.0769,1,6 Count
"Fresh Produce, Whole Green Cilantro, 1 Bunch",1.00,61.71,0.0162,0.0769,1,
"Dum Dums Valentines cards for kids classroom, Valentines Party Favors, Original Flavors Lollipops Valentines Candy Bouquets, 8.6 oz, 50 Ct Box",1.00,61.71,0.0162,0.0769,1,8.6 oz
"Dixie To Go Disposable Paper Cups, 12 oz, Multi-Color, 36 Count",1.00,61.71,0.0162,0.0769,1,12 oz
"Horizon Organic Half and Half Carton, 32 fl oz​",1.00,61.71,0.0162,0.0769,1,32 fl oz
"Horizon Organic Real Dairy Homestyle Vanilla Coffee Creamer Carton, 24 fl oz",1.00,61.71,0.0162,0.0769,1,24 fl oz
Fleischmann's Classic Bread Machine Instant Yeast 4 oz Jar.,1.00,61.71,0.0162,0.0769,1,4 oz
"Smucker's Simply Fruit Seedless Strawberry Fruit Spread, 10 oz",1.00,61.71,0.0162,0.0769,1,10 oz
Kraft Parmesan Finely Shredded Natural Cheese 6oz Bag,1.00,61.71,0.0162,0.0769,1,6oz
"Horizon Organic High Vitamin D Whole Milk, High Vitamin D Whole, 64 fl oz Carton",1.00,61.71,0.0162,0.0769,1,64 fl oz
"Stouffer's Classic Lasagna with Meat and Sauce, Party Size Pasta, Frozen Meals, 90 oz (Frozen)",1.00,61.71,0.0162,0.0769,1,90 oz
"Smucker’s Uncrustables Peanut Butter & Raspberry Spread Sandwiches, 4 Count, 2 oz Each, Frozen",1.00,61.71,0.0162,0.0769,1,4 Count
"Method Curl Defining Co-Wash, Coco Twist, 13.5Oz",1.00,61.71,0.0162,0.0769,1,13.5Oz
"Aveeno Therapeutic Shave Gel for Dry Skin with Oat & Vitamin E, Shaving Cream for Men & Women, 7 oz",1.00,61.71,0.0162,0.0769,1,7 oz
"Method Moisturizing Conditioner, Simply Nourish, Sulfate Free, and Cruelty Free, 13.5 fl oz",1.00,61.71,0.0162,0.0769,1,13.5 fl oz
"(2 pack) Dr Teal's Epsom Salt Magnesium Soak, Relax & Relief with Eucalyptus & Spearmint, 3 lbs",1.00,61.71,0.0162,0.0769,1,2 pack
"Great Value Dry Roasted Peanuts, 16 oz",1.00,61.71,0.0162,0.0769,1,16 oz
"Great Value Parmesan Finely Shredded Cheese, 6 oz Bag",1.00,61.71,0.0162,0.0769,1,6 oz
"Great Value Sweet Peas, 12 oz (Frozen) Steamable Bag, No Added Sugars",1.00,61.71,0.0162,0.0769,1,12 oz
CHICK ENCHIL,1.00,61.71,0.0162,0.0769,1,
CHOC CARAMEL,1.00,61.71,0.0162,0.0769,1,
KS BAGS 200,1.00,61.71,0.0162,0.0769,1,
BUBLY 24/12,1.00,61.71,0.0162,0.0769,1,
CLOUDLINE PN,1.00,61.71,0.0162,0.0769,1,
CHICALFREDO,1.00,61.71,0.0162,0.0769,1,
"Utz Braided Twists Honey Wheat Pretzels, 14 oz Bag",1.00,61.71,0.0162,0.0000,1,14 oz
