raw_item,canonical_item,category_guess,perishable_guess,base_unit,pack_count,size_amount,size_unit,total_qty_purchased,normalized_units_total,units_per_week_all_raw,units_per_week_13w_raw,package_volume_hint
"COLUMBUS, Peppered Salami, Sliced Charcuterie Meat, 10oz Pack",Columbus Peppered Salami Sliced,Uncategorized,Perishable,each,1,10,oz,1.00,1.00,0.0162,0.0000,10oz
"Combat Max Large Roach Killing Bait Stations, Child-resistant, 8 Count",Combat Max Large Roach,Uncategorized,Non-perishable,each,8,,,1.00,8.00,0.0162,0.0000,8 Count
"Concord Foods Lime Juice, No Pulp, from Concentrate 4.5 oz",Concord Foods Lime Juice,Uncategorized,Non-perishable,fl oz,1,4.5,oz,1.00,1.00,0.0162,0.0769,4.5 oz
"Convenience Kits International, Women's Deluxe 11 PC Travel Kit Featuring: Pantene Shampoo and Conditioner",Convenience Kits International Women,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,
"Great Value Cookies & Cream Ice Cream, 48 fl oz",Cookies Cream Ice Cream,Uncategorized,Non-perishable,each,1,48,fl oz,1.00,1.00,0.0162,0.0000,48 fl oz
Core Power Elite Vanilla 42G Protein Shake - 14 fl oz Bottle,Core Power Elite Vanilla,Uncategorized,Non-perishable,each,1,14,fl oz,1.00,1.00,0.0162,0.0769,42G
"Fritos® Scoops!® Corn Chips, 9.25 oz. Bag",Corn,Pantry,Non-perishable,oz,1,9.25,oz,1.00,1.00,0.0162,0.0000,9.25 oz
"Fresh Cranberries, 12 oz, Bag",Cranberries Bag,Uncategorized,Non-perishable,each,1,12,oz,1.00,1.00,0.0162,0.0769,12 oz
"Great Value Cream Cheese Brick, 8 oz Block",Cream Cheese,Dairy,Perishable,oz,1,8,oz,1.00,1.00,0.0162,0.0769,8 oz
Philadelphia Whipped Cream Cheese Spread - 12oz,Cream Cheese,Dairy,Perishable,oz,1,12,oz,1.00,1.00,0.0162,0.0769,12oz
Whipped Plain Cream Cheese Spread - 8oz - Good & Gather™,Cream Cheese,Dairy,Perishable,oz,1,8,oz,1.00,1.00,0.0162,0.0000,8oz
Creamy Peanut Butter - 40oz - Good & Gather™,Creamy Peanut Butter Good,Uncategorized,Non-perishable,each,1,40,oz,1.00,1.00,0.0162,0.0769,40oz
"Crest Toothpaste, 3D White Advanced Teeth Whitening Toothpaste, Radiant Mint, 2.4 oz",Crest Toothpaste D White,Uncategorized,Non-perishable,each,1,2.4,oz,1.00,1.00,0.0162,0.0000,2.4 oz
"Daisy Pure and Natural Sour Cream, 24 oz (1.5 lb) Tub (Refrigerated)",Daisy Pure And Natural,Uncategorized,Non-perishable,each,1,24,oz,1.00,1.00,0.0162,0.0000,24 oz
"Great Value Dark Green Sanding Sugar, 3.5 oz",Dark Green Sanding Sugar,Uncategorized,Non-perishable,each,1,3.5,oz,1.00,1.00,0.0162,0.0769,3.5 oz
"Dawn Powerwash Spray, Dish Soap, Dishwashing Liquid, Fresh, 1 Starter Kit, 16 Fl Oz",Dawn Powerwash Spray Dish,Uncategorized,Non-perishable,each,1,16,fl oz,1.00,1.00,0.0162,0.0000,16 Fl Oz
"(3 pack) Deer Park Spring Water, 2.5 gal, Single Plastic Jug",Deer Park Spring Water,Uncategorized,Non-perishable,fl oz,3,,,1.00,3.00,0.0162,0.0000,3 pack
"Del Monte Fresh Cut Green Beans, Canned Vegetables, 14.5 oz Can (Pack of 4)",Del Monte Cut Green,Pantry,Non-perishable,each,1,14.5,oz,1.00,1.00,0.0162,0.0000,14.5 oz
"DiGiorno Frozen Pizza, Rising Crust Ultimate Pepperoni with Cheese, 24.7 oz (Frozen)",Digiorno Frozen Pizza Rising,Dairy,Perishable,oz,1,24.7,oz,1.00,1.00,0.0162,0.0000,24.7 oz
"Great Value Disposable Paper Plates, 10"", 150 Count",Disposable Paper Plates,Uncategorized,Non-perishable,each,150,,,1.00,150.00,0.0162,0.0769,150 Count
"Great Value Disposable Paper Plates, 8.5"", 100 Count",Disposable Paper Plates,Uncategorized,Non-perishable,each,100,,,1.00,100.00,0.0162,0.0000,100 Count
"Great Value Disposable Plastic White Forks, 48 Count",Disposable Plastic White Forks,Uncategorized,Non-perishable,each,48,,,1.00,48.00,0.0162,0.0769,48 Count
"Dixie Disposable Paper Plates, 8.5"", Multi-Color, 50 Count",Dixie Disposable Paper Plates,Uncategorized,Non-perishable,each,50,,,1.00,50.00,0.0162,0.0769,50 Count
"Dixie To Go Disposable Paper Cups, 12 oz, Multi-Color, 36 Count",Dixie To Go Disposable,Uncategorized,Non-perishable,each,36,12,oz,1.00,36.00,0.0162,0.0769,12 oz
"Dole Pineapple Tidbits in 100% Fruit Juice, 20 oz Can",Canned Pineapple,Produce,Perishable,each,1,20,oz,1.00,1.00,0.0162,0.0000,20 oz
"Dove Advanced Care Antiperspirant Deodorant Stick Caring Coconut, 2.6 oz",Dove Advanced Care Antiperspirant,Uncategorized,Non-perishable,each,1,2.6,oz,1.00,1.00,0.0162,0.0000,2.6 oz
"Dr. Scholl's Blister Pain Relief Complete Kit with Lidocaine, 8 Count",Dr Scholl S Blister,Uncategorized,Non-perishable,each,8,,,1.00,8.00,0.0162,0.0000,8 Count
"(2 pack) Dr Teal's Epsom Salt Magnesium Soak, Relax & Relief with Eucalyptus & Spearmint, 3 lbs",Dr Teal S Epsom,Uncategorized,Non-perishable,each,2,3,lbs,1.00,2.00,0.0162,0.0769,2 pack
Dr Teal's Epsom Salt Magnesium Soak - Relax & Relief with Eucalyptus & Spearmint 3lbs,Dr Teal S Epsom,Uncategorized,Non-perishable,each,1,3,lbs,1.00,1.00,0.0162,0.0000,3lbs
"Dr Teal's Epsom Salt Magnesium Soak, Soothe & Sleep with Lavender, 3 lbs",Dr Teal S Epsom,Uncategorized,Non-perishable,each,1,3,lbs,1.00,1.00,0.0162,0.0769,3 lbs
"Dr Teal's Kids 3-in-1 Bubble Bath, Body Wash & Shampoo with Melatonin & Essential Oil, 20 fl oz",Dr Teal S Kids,Uncategorized,Non-perishable,each,1,20,fl oz,1.00,1.00,0.0162,0.0769,20 fl oz
"Drumstick Crushed It Cookies and Cream Sundae Cones, Kosher, 8 Count",Drumstick Crushed It Cookies,Uncategorized,Non-perishable,each,8,,,1.00,8.00,0.0162,0.0000,8 Count
"Great Value Dry Roasted Peanuts, 16 oz",Dry Roasted Peanuts,Uncategorized,Non-perishable,each,1,16,oz,1.00,1.00,0.0162,0.0769,16 oz
"Duke's Mayonnaise, Light Mayo - 18 oz Squeeze",Duke S Mayonnaise Light,Uncategorized,Non-perishable,each,1,18,oz,1.00,1.00,0.0162,0.0000,18 oz
"Dum Dums Valentines cards for kids classroom, Valentines Party Favors, Original Flavors Lollipops Valentines Candy Bouquets, 8.6 oz, 50 Ct Box",Dum Dums Valentines Cards,Uncategorized,Non-perishable,each,50,8.6,oz,1.00,50.00,0.0162,0.0769,8.6 oz
"Earthbound Farm Organic Fresh Vegetable Tray with Ranch Dip, 40 oz",Earthbound Farm Vegetable Tray,Uncategorized,Non-perishable,each,1,40,oz,1.00,1.00,0.0162,0.0000,40 oz
"Great Value Easter Bunny Multi-Color Sprinkles, 2.82 oz",Easter Bunny Multi Color,Uncategorized,Non-perishable,each,1,2.82,oz,1.00,1.00,0.0162,0.0000,2.82 oz
"Emergen-C Immune+ Gummies Vitamin C Supplement for Immune Support, Super Orange, 45 Ct",Emergen C Immune Gummies,Uncategorized,Non-perishable,each,45,,,1.00,45.00,0.0162,0.0000,45 Ct
"Equate 70% Isopropyl Alcohol Antiseptic, 32 fl oz",Equate Isopropyl Alcohol Antiseptic,Uncategorized,Non-perishable,each,1,32,fl oz,1.00,1.00,0.0162,0.0769,32 fl oz
"Great Value Extra Creamy Dairy Whipped Topping, 13 oz",Extra Creamy Dairy Whipped,Uncategorized,Non-perishable,each,1,13,oz,1.00,1.00,0.0162,0.0000,13 oz
"Great Value Extra Sharp Cheddar Shredded Cheese, 16 oz Bag",Extra Sharp Cheddar Shredded,Dairy,Perishable,oz,1,16,oz,1.00,1.00,0.0162,0.0000,16 oz
Farberware Professional Old Fashion Ice Cream Scoop in Black,Farberware Professional Old Fashion,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,
"FARMHOUSE EGGS, Cage Free Large Brown Eggs, 18 Count",Farmhouse Eggs Cage Free,Uncategorized,Non-perishable,each,18,,,1.00,18.00,0.0162,0.0000,18 Count
"Filtrete 14x30x1 HVAC Furnace Air Filter, MPR 1500 MERV 12, Allergen, Bacteria and Virus, 1 Filter",Filtrete X X Hvac,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,30x1
"Finish Jet-Dry Rinse Aid, Dishwasher Rinse & Drying Agent - 8.45 fl oz: Plastic Bottle,",Finish Jet Dry Rinse,Uncategorized,Non-perishable,each,1,8.45,fl oz,1.00,1.00,0.0162,0.0769,8.45 fl oz
"Finish Jet-Dry Rinse Aid, Dishwasher Rinse Agent and Drying Agent, 8.45 oz",Finish Jet Dry Rinse,Uncategorized,Non-perishable,each,1,8.45,oz,1.00,1.00,0.0162,0.0769,8.45 oz
"FRAM Extra Guard Oil Filter, CH9713, 10K mile Filter for Dodge, Fiat and Jeep Vehicles Fits select: 2012-2019 FIAT 500, 2013-2016 DODGE DART",Fram Extra Guard Oil,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,
"FRAM Extra Guard Oil Filter, PH4967, 10K Miles, Replacement Oil Filter Fits Select Vehicles",Fram Extra Guard Oil,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,
"FRAM Ultra Synthetic Oil Filter, XG4967, 20K mile Replacement Filter for Select Toyota Vehicles",Fram Ultra Synthetic Oil,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,
"Great Value Fresh Frozen Broccoli Cuts, 32 oz Steamable Bag",Frozen Broccoli Cuts Steamable,Uncategorized,Non-perishable,each,1,32,oz,1.00,1.00,0.0162,0.0000,32 oz
"Great Value Frozen Broccoli Florets, 32 oz Bag",Frozen Broccoli Florets Bag,Uncategorized,Non-perishable,each,1,32,oz,1.00,1.00,0.0162,0.0000,32 oz
Frozen Sunbutter No Crust Sandwich Strawberry - 4ct - Good & Gather™,Frozen Sunbutter No Crust,Uncategorized,Non-perishable,each,4,,,1.00,4.00,0.0162,0.0000,4ct
"Gatorade 32 oz Gator-skin Bottle, Green, One Size",Gatorade Gator Skin Bottle,Uncategorized,Non-perishable,each,1,32,oz,1.00,1.00,0.0162,0.0000,32 oz
"Gatorade Sports Drinks, Grape,Strawberry and Berry Flavored Variety Pack, 12 fl oz, 18 Count Bottles",Gatorade Sports Drinks Grape,Uncategorized,Non-perishable,each,18,12,fl oz,1.00,18.00,0.0162,0.0000,12 fl oz
"Gillette Satin Care Ultra Sensitive Women's Shaving Gel Twin Pack, Fragrance-Free, 14 oz",Gillette Satin Care Ultra,Uncategorized,Non-perishable,each,1,14,oz,1.00,1.00,0.0162,0.0000,14 oz
"Glad ForceFlex MaxStrength Tall Kitchen Drawstring Trash Bags, 13 Gallon, Odorshield, 20 Count",Glad Forceflex Maxstrength Tall,Uncategorized,Non-perishable,each,20,,,1.00,20.00,0.0162,0.0000,13 Gallon
"Vermont Creamery Classic Goat Cheese Log, 4 oz",Goat Cheese,Dairy,Perishable,oz,1,4,oz,1.00,1.00,0.0162,0.0769,4 oz
"GoGo squeeZ Active Energy No Sugar Added Strawberry Guava Fruit Blend Pouches, 3.9 oz (4 Pack)",Applesauce Pouches,Uncategorized,Non-perishable,each,4,3.9,oz,1.00,4.00,0.0162,0.0000,3.9 oz
Good Spirits: A Novel (Paperback),Good Spirits A Novel,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,
Goodnites Boys' Disposable Nighttime Underwear - Size XS - 44ct | HRA/FSA Eligible,Goodnites Boys Disposable Nighttime,Uncategorized,Non-perishable,each,44,,,1.00,44.00,0.0162,0.0769,44ct
"Goody Ouchless Hair Elastics, No Metal Gentle Hair Ties, Blonde, 30 Ct",Goody Ouchless Hair Elastics,Uncategorized,Non-perishable,each,30,,,1.00,30.00,0.0162,0.0000,30 Ct
"Goody Ouchless Mini Poly Band Hair Ties, No Metal Gentle Hair Elastics, Clear, 250 Ct",Goody Ouchless Mini Poly,Uncategorized,Non-perishable,each,250,,,1.00,250.00,0.0162,0.0000,250 Ct
"Goody Sport Active Elastic Hair Ties, Assorted Colors, 8 ct",Goody Sport Active Elastic,Uncategorized,Non-perishable,each,8,,,1.00,8.00,0.0162,0.0000,8 ct
Grade A Large Eggs - 18ct - Good & Gather™ (Packaging May Vary),Grade A Large Eggs,Uncategorized,Non-perishable,each,18,,,1.00,18.00,0.0162,0.0769,18ct
"Great Value Ground Ginger, 1.5 oz",Ground Ginger,Uncategorized,Non-perishable,each,1,1.5,oz,1.00,1.00,0.0162,0.0769,1.5 oz
Halloween Color Your Own Table Cover - Spritz™,Halloween Color Your Own,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,
"Great Value Hard Boiled Eggs, 9.31 oz, 6 Count",Hard Boiled Eggs,Uncategorized,Non-perishable,each,6,9.31,oz,1.00,6.00,0.0162,0.0000,9.31 oz
Hardwood Smoked Classic Sliced Cut Bacon - 16oz - Market Pantry™,Hardwood Smoked Classic Sliced,Uncategorized,Non-perishable,each,1,16,oz,1.00,1.00,0.0162,0.0000,16oz
Hardwood Smoked Thick Cut Bacon - 16oz - Market Pantry™,Hardwood Smoked Thick Cut,Uncategorized,Non-perishable,each,1,16,oz,1.00,1.00,0.0162,0.0000,16oz
Hass Avocados - 4ct - Good & Gather™,Hass Avocados Good Gather,Uncategorized,Non-perishable,each,4,,,1.00,4.00,0.0162,0.0769,4ct
"Heinz HomeStyle Turkey Gravy Value Size, 18 oz Jar",Heinz Homestyle Turkey Gravy,Meat,Non-perishable,each,1,18,oz,1.00,1.00,0.0162,0.0000,18 oz
"Hershey's Caramel Flavored Syrup, Bottle 22 oz",Hershey S Caramel Flavored,Uncategorized,Non-perishable,each,1,22,oz,1.00,1.00,0.0162,0.0000,22 oz
"Hershey's Chocolate Syrup, Bottle 24 oz",Hershey S Chocolate Syrup,Uncategorized,Non-perishable,each,1,24,oz,1.00,1.00,0.0162,0.0000,24 oz
Holiday Hot Cocoa Whipped Dairy Topping - 13oz - Favorite Day™,Holiday Hot Cocoa Whipped,Uncategorized,Non-perishable,each,1,13,oz,1.00,1.00,0.0162,0.0000,13oz
"Honest Kids Organic Appley Ever After Fruit Juice, 6 fl oz, 8 Juice Boxes",Honest Kids Appley Ever,Produce,Perishable,each,1,6,fl oz,1.00,1.00,0.0162,0.0000,6 fl oz
"HONEY MAID Graham Crackers, Lunch Snacks, Easter Baking, 14.4 oz",Honey Maid Graham Crackers,Uncategorized,Non-perishable,each,1,14.4,oz,1.00,1.00,0.0162,0.0769,14.4 oz
"Great Value Honey, 12 oz Plastic Bear",Honey Plastic Bear,Uncategorized,Non-perishable,each,1,12,oz,1.00,1.00,0.0162,0.0000,12 oz
"Horizon Organic Half and Half Carton, 32 fl oz​",Horizon Half And Half,Uncategorized,Non-perishable,each,1,32,fl oz,1.00,1.00,0.0162,0.0769,32 fl oz
"Horizon Organic Real Dairy Homestyle Vanilla Coffee Creamer Carton, 24 fl oz",Horizon Real Dairy Homestyle,Uncategorized,Non-perishable,each,1,24,fl oz,1.00,1.00,0.0162,0.0769,24 fl oz
"Pepperidge Farm Butter Hot Dog Buns, Top Sliced, 8-Pack Bag",Hot Dog Buns,Bakery,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0769,
Hot Honey Cashews - 6oz - Good & Gather™,Hot Honey Cashews Good,Uncategorized,Non-perishable,each,1,6,oz,1.00,1.00,0.0162,0.0769,6oz
Hyper Tough 4.6-Amp 13in Electric String Trimmer HT21-401-002-04 [New],Hyper Tough Amp In,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,
"Ice Breakers Ice Cubes Wintergreen Sugar Free Chewing Gum, Bottle 3.24 oz, 40 Pieces",Ice Breakers Ice Cubes,Uncategorized,Non-perishable,each,1,3.24,oz,1.00,1.00,0.0162,0.0000,3.24 oz
"Great Value Individually Plastic Wrapped Singles American Cheese Product, 16 oz, 24 Slices",Individually Plastic Wrapped Singles,Dairy,Perishable,each,1,16,oz,1.00,1.00,0.0162,0.0000,16 oz
902 Ink Cartridges Compatible for HP 902XL Ink Cartridges (4-Pack),Ink Cartridges Compatible For,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,
"Great Value Italian Style Finely Shredded Cheese, 8 oz Bag",Italian Style Finely Shredded,Dairy,Perishable,oz,1,8,oz,1.00,1.00,0.0162,0.0000,8 oz
"Jell-O French Vanilla Instant Pudding & Pie Filling Mix, 3.4 oz Box",Jell O French Vanilla,Uncategorized,Non-perishable,each,1,3.4,oz,1.00,1.00,0.0162,0.0769,3.4 oz
Jimmy Dean Regular Pork Sausage Roll - 16oz,Jimmy Dean Regular Pork,Meat,Perishable,each,1,16,oz,1.00,1.00,0.0162,0.0000,16oz
"Johnsonville Original Breakfast Sausage, 14 Links, 12 oz (Fresh)",Johnsonville Breakfast Sausage Links,Meat,Perishable,each,1,12,oz,1.00,1.00,0.0162,0.0000,12 oz
Just Bare Lightly Breaded Chicken Breast Strips - Frozen - 24oz,Just Bare Lightly Breaded,Bakery,Perishable,oz,1,24,oz,1.00,1.00,0.0162,0.0769,24oz
"Keebler Ready Crust 9-Inch Graham Cracker Pie Crust, Premade Pie Crust For Baking And No-Bake, 6 oz",Keebler Ready Crust Inch,Uncategorized,Non-perishable,each,1,6,oz,1.00,1.00,0.0162,0.0769,6 oz
"Keebler Waffle Ice Cream Cones, 5 oz, 12 ct",Keebler Waffle Ice Cream,Uncategorized,Non-perishable,each,12,5,oz,1.00,12.00,0.0162,0.0000,5 oz
"Kellogg's Graham Cracker Original Crumbs, Dessert Ingredients, 13.5 oz",Kellogg S Graham Cracker,Uncategorized,Non-perishable,each,1,13.5,oz,1.00,1.00,0.0162,0.0769,13.5 oz
"Kellogg's Rice Krispies Breakfast Cereal, 8 Vitamins and Minerals, Family Size, 18 oz",Kellogg S Rice Krispies,Uncategorized,Non-perishable,each,1,18,oz,1.00,1.00,0.0162,0.0769,18 oz
Kettle Brand Party Size Sea Salt and Vinegar Potato Chips - 13oz,Kettle Brand Party Size,Snacks,Non-perishable,oz,1,13,oz,1.00,1.00,0.0162,0.0769,13oz
Kettle Brand Sea Salt and Vinegar Kettle Potato Chips - 7.5oz,Kettle Brand Sea Salt,Snacks,Non-perishable,oz,1,7.5,oz,1.00,1.00,0.0162,0.0769,7.5oz
Kinder's Buttery Steakhouse Seasoning - 5.5oz,Kinder S Buttery Steakhouse,Uncategorized,Non-perishable,each,1,5.5,oz,1.00,1.00,0.0162,0.0000,5.5oz
"Kinder's Sunday Pot Roast Stew Seasoning for Slow Cooking, 1.1 oz",Kinder S Sunday Pot,Uncategorized,Non-perishable,each,1,1.1,oz,1.00,1.00,0.0162,0.0769,1.1 oz
"King Arthur Baking Company Non-GMO Project Verified, Certified Kosher Unbleached All Purpose Flour, 10 lb Bag",King Arthur Baking Company,Uncategorized,Non-perishable,each,1,10,lb,1.00,1.00,0.0162,0.0769,10 lb
"King Arthur Baking Company Non-GMO Project Verified, Certified Kosher Unbleached All Purpose Flour, 5 lb Bag",King Arthur Baking Company,Uncategorized,Non-perishable,each,1,5,lb,1.00,1.00,0.0162,0.0000,5 lb
Kraft Parmesan Finely Shredded Natural Cheese 6oz Bag,Kraft Parmesan Finely Shredded,Dairy,Perishable,oz,1,6,oz,1.00,1.00,0.0162,0.0769,6oz
"Kraft String Cheese Mozzarella Cheese Snacks, 12 ct Sticks",Kraft String Cheese Mozzarella,Dairy,Perishable,oz,12,,,1.00,12.00,0.0162,0.0000,12 ct
KS BAGS 200,Ks Bags,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0769,
"Ktaxon Twin Size Bed Frames, 14"" Metal Platform Bed, Black",Ktaxon Twin Size Bed,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,
"L.A. LOOKS Extreme Sport Tri-Active Hold Gel, for All Hair Types, Men, 20 oz",L A Looks Extreme,Uncategorized,Non-perishable,each,1,20,oz,1.00,1.00,0.0162,0.0769,20 oz
"La Chona Cotija Mexican Style Grated Cheese 16 oz. Bag, Refrigerated.",La Chona Cotija Mexican,Dairy,Perishable,each,1,16,oz,1.00,1.00,0.0162,0.0769,16 oz
"Land O Lakes Unsalted Butter, 4 Sticks, 1 lb Pack",Land O Lakes Unsalted,Uncategorized,Non-perishable,each,1,1,lb,1.00,1.00,0.0162,0.0769,1 lb
"Fresh Lemon, Each",Lemon Each,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,
"Great Value Light Brown Sugar, 32 oz",Light Brown Sugar,Uncategorized,Non-perishable,each,1,32,oz,1.00,1.00,0.0162,0.0000,32 oz
"Lipton Recipe Secrets Onion Dry Recipe Soup and Dip Mix, 2 Oz, 2 Pack",Lipton Recipe Secrets Onion,Uncategorized,Non-perishable,each,2,2,oz,1.00,2.00,0.0162,0.0000,2 Oz
Little Debbie Big Pack Christmas Tree Cakes,Little Debbie Big Pack,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,
"Logitech Wireless Presenter R400, Wireless Presentation Remote Clicker with Laser Pointer, Black",Logitech Wireless Presenter R,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,
"Great Value Low-Moisture Part-Skim Mozzarella String Cheese Snack, 12 oz, 12 Count",Low Moisture Part Skim,Dairy,Perishable,oz,12,12,oz,1.00,12.00,0.0162,0.0000,12 oz
Lucas Oil Products 10514 Interior Detailer,Lucas Oil Products Interior,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0769,
"(5 pack) Lunchables Ham and Cheddar Cracker Stackers Value Snack Kit, 1.9 oz Tray, Refrigerated, Pieces",Lunchables Ham And Cheddar,Uncategorized,Non-perishable,each,5,1.9,oz,1.00,5.00,0.0162,0.0000,5 pack
"Lunchables Turkey & Cheddar Value Pack, 1.9 oz Pack",Lunchables Turkey Cheddar Value,Meat,Non-perishable,each,1,1.9,oz,1.00,1.00,0.0162,0.0000,1.9 oz
"Mainstays 2 Ply Manual Can Opener with Integrated Bottle Opener, Black",Mainstays Ply Manual Can,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,
Mainstays – 8x10 Picture Frame – White Matted Gallery Linear Program Wall Photo Frame,Mainstays X Picture Frame,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,8x10
Mainstays – 8x10 Picture Frame – White Step Program Tabletop Photo Frame,Mainstays X Picture Frame,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,8x10
"Maple Grove Farms Pure Maple Syrup, Kosher, 12.5 fl oz",Maple Grove Farms Pure,Uncategorized,Non-perishable,each,1,12.5,fl oz,1.00,1.00,0.0162,0.0769,12.5 fl oz
Marshmallow Whipped Dairy Topping - 13oz - Favorite Day™,Marshmallow Whipped Dairy Topping,Uncategorized,Non-perishable,each,1,13,oz,1.00,1.00,0.0162,0.0000,13oz
"Great Value Marshmallows, 10 oz Bag",Marshmallows Bag,Uncategorized,Non-perishable,each,1,10,oz,1.00,1.00,0.0162,0.0000,10 oz
"McCormick Kosher Ground Cumin, 1.5 oz Bottle",Mccormick Ground Cumin Bottle,Uncategorized,Non-perishable,each,1,1.5,oz,1.00,1.00,0.0162,0.0769,1.5 oz
"Great Value Medium Egg Noodles, 16 oz",Medium Egg Noodles,Uncategorized,Non-perishable,each,1,16,oz,1.00,1.00,0.0162,0.0000,16 oz
"Melitta 8-12 Cup White Basket Coffee Filters, 200 Ct",Melitta Cup White Basket,Uncategorized,Non-perishable,each,200,,,1.00,200.00,0.0162,0.0000,200 Ct
"Meow Mix Gravy Bursts Gravy Filled Pieces Savory Chicken Flavors, Dry Cat Food, 13.5 lb. Bag",Meow Mix Gravy Bursts,Uncategorized,Perishable,each,1,13.5,lb,1.00,1.00,0.0162,0.0000,13.5 lb
"Method Curl Defining Co-Wash, Coco Twist, 13.5Oz",Method Curl Defining Co,Uncategorized,Non-perishable,each,1,13.5,oz,1.00,1.00,0.0162,0.0769,13.5Oz
"Method Moisturizing Conditioner, Simply Nourish, Sulfate Free, and Cruelty Free, 13.5 fl oz",Method Moisturizing Conditioner Simply,Uncategorized,Non-perishable,each,1,13.5,fl oz,1.00,1.00,0.0162,0.0769,13.5 fl oz
"Method Repairing Shampoo, Island Mist, 14 fl oz",Method Repairing Shampoo Island,Uncategorized,Non-perishable,each,1,14,fl oz,1.00,1.00,0.0162,0.0000,14 fl oz
"Midol Complete Menstrual Pain Relief Gelcaps With Acetaminophen for Menstrual Symptom, PMS Relief, and Period Cramp Relief - 24 Count",Midol Complete Menstrual Pain,Uncategorized,Non-perishable,each,24,,,1.00,24.00,0.0162,0.0000,24 Count
Ghirardelli Christmas Candy Peppermint Bark Milk Chocolate Squares - 4.57oz,Milk,Dairy,Perishable,each,1,4.57,oz,1.00,1.00,0.0162,0.0000,4.57oz
"Great Value Evaporated Milk, 12 fl oz",Milk,Dairy,Perishable,fl oz,1,12,fl oz,1.00,1.00,0.0162,0.0000,12 fl oz
"Horizon Organic High Vitamin D Whole Milk, High Vitamin D Whole, 64 fl oz Carton",Milk,Dairy,Perishable,fl oz,1,64,fl oz,1.00,1.00,0.0162,0.0769,64 fl oz
M&M's Milk Chocolate Candy Sharing Size - 10 oz Bag,Milk,Dairy,Perishable,each,1,10,oz,1.00,1.00,0.0162,0.0000,10 oz
"M&M's Milk Chocolate Candy, Party Size - 38 oz Bag",Milk,Dairy,Perishable,each,1,38,oz,1.00,1.00,0.0162,0.0769,38 oz
M&M's Milk Chocolate Christmas Candy - 10 oz Bag,Milk,Dairy,Perishable,each,1,10,oz,1.00,1.00,0.0162,0.0769,10 oz
M&M's Peanut Milk Chocolate Candy Sharing Size - 10.05 oz Bag,Milk,Dairy,Perishable,each,1,10.05,oz,1.00,1.00,0.0162,0.0000,10.05 oz
"Nestle Toll House Milk Chocolate Regular Baking Chips,  11.5 oz Bag",Milk,Dairy,Perishable,fl oz,1,11.5,oz,1.00,1.00,0.0162,0.0769,11.5 oz
"Oatly Original Oatmilk, Dairy-Free Milk, 64 fl oz Refrigerated Carton",Milk,Dairy,Perishable,fl oz,1,64,fl oz,1.00,1.00,0.0162,0.0000,64 fl oz
"Mobil 1 Advanced Full Synthetic Motor Oil 5W-30, 12 Quart",Mobil Advanced Full Synthetic,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,
"4Monster Microfiber Towel with Carry Case, Quick Dry Towel, Armygreen, M",Monster Microfiber Towel With,Uncategorized,Non-perishable,each,1,,,1.00,1.00,0.0162,0.0000,
"Morton Iodized Salt, 26 oz",Morton Iodized Salt,Uncategorized,Non-perishable,each,1,26,oz,1.00,1.00,0.0162,0.0000,26 oz
Mr. Clean Magic Eraser Extra Durable All Purpose Cleaning Pads with Durafoam 7 Count,Mr Clean Magic Eraser,Uncategorized,Non-perishable,each,7,,,1.00,7.00,0.0162,0.0000,7 Count
"Mucinex,Children's Night Time, Multi-Symptom Cold Relief, Mixed Berry Flavor, 4fl oz, Plastic Bottle",Mucinex Children S Night,Uncategorized,Non-perishable,each,1,4,fl oz,1.00,1.00,0.0162,0.0000,4fl oz
"Mucinex Children's Stuffy Nose & Chest Congestion Relief, Kids Medicine, Very Berry Flavor, 4 fl oz",Mucinex Children S Stuffy,Uncategorized,Non-perishable,each,1,4,fl oz,1.00,1.00,0.0162,0.0000,4 fl oz
